address	city	county	dateAvailable	facilityType	hours	inQZ	instructions	lat	lng	name	phone	state	url	virtualVisit	zip	zipCodeLat	zipCodeLng
1302 West Mission Road San Marcos, Ca 92069	San Marcos	San Diego	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	92069	33.18	-117.16
997 Woodland Parkway San Marcos, Ca 92069	San Marcos	San Diego	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	92069	33.18	-117.16
9225 Twin Trails Drive San Diego, Ca 92129	San Diego	San Diego	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	92129	32.96	-117.13
4615 Frazee Road Oceanside, Ca 92057	Oceanside	San Diego	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	92057	33.25	-117.29
1980 College Boulevard Oceanside, Ca 92056	Oceanside	San Diego	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	92056	33.2	-117.29
2650 Gateway Road Carlsbad, Ca 92009	Carlsbad	San Diego	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	92009	33.1	-117.25
6265 El Cajon Boulevard	San Diego	San Diego	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	92115	32.76	-117.07
800 Palm Avenue	Imperial Beach	San Diego	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	91932	32.57	-117.12
1810 Main Street	St Helena	San Diego	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	92065	33.0	-116.8
9449 Friars Rd, San Diego, Ca 92108	San Diego	San Diego	-	Drive-Thru	10 Am - 2 Pm, Monday - Friday	Yes	Individuals Must Have A Referral From A Physician Before Making An Appointment At This Drive-Thru Site.	-	-	Sdccu Stadium	-	California	Https://Www.Cbs8.Com/Article/News/Health/Coronavirus/Sdccu-Stadium-In-Mission-Valley-Rolls-Out-Drive-Thru-Coronavirus-Testing/509-7Ed59D13-5C9F-4C5A-A272-7D10B8Fc4459	No	92108	32.77	-117.15
200 W Arbor Dr, San Diego, Ca 92103	San Diego	San Diego	-	Hospital	24 Hours	Yes	Ucsd Is Prioritizing The Following Patients: Hospitalized Patients Who Have Signs And Symptoms Compatible With Covid-19; People With Symptoms And Who Have Had Close Contact With A Confirmed Covid-19 Diagnosis Within 14 Days Of Symptom Onset, Or Who Traveled From Affected Geographic Areas Within 14 Days Of Their Symptom Onset; People With Symptoms In High-Risk Categories, Including Those Ages 65 And Older, Those With Chronic Medical Conditions, And Those Receiving Immunosuppressive Medications; Health Care Workers With Symptoms Of An Acute Viral Respiratory Infection	-	-	Uc San Diego Medical Center	(858) 657-7000	California	Https://Health.Ucsd.Edu/Patients/Pages/2019-Coronavirus.Aspx	No	92103	32.75	-117.17
55 Pacific Ave, San Francisco, Ca 94111	San Francisco	San Francisco	-	Clinic	Call To Confirm	Yes	If The Provider Believes The Covid-19 Test Is Appropriate For You After Your Free Virtual Screening Using The Coronavirus Assessment Tool, We Will Perform A Physical Evaluation, Conduct The Collection Onsite, And Send The Specimen To Either Quest Or Labcorp Depending On Your Insurance.	-	-	Carbon Health	(415) 200-2099	California	Https://Www.Businessinsider.Com/Carbon-Health-San-Francisco-Coronavirus-Testing-Bay-Area-2020-3	Yes	94111	37.81	-122.41
1998 Market St, San Francisco, Ca 94102	San Francisco	San Francisco	-	Clinic	9 Am - 7 Pm	Yes	If The Provider Believes The Covid-19 Test Is Appropriate For You After Your Free Virtual Screening Using The Coronavirus Assessment Tool, We Will Perform A Physical Evaluation, Conduct The Collection Onsite, And Send The Specimen To Either Quest Or Labcorp Depending On Your Insurance.	-	-	Carbon Health	(415) 792-6040	California	Https://Www.Businessinsider.Com/Carbon-Health-San-Francisco-Coronavirus-Testing-Bay-Area-2020-3	Yes	94102	37.78	-122.42
2333 Buchanan St, San Francisco, Ca 94115	San Francisco	San Francisco	-	Clinic	Monday To Friday, 9 A.M. To 4 P.M., And Saturday From 9 A.M. To 1 P.M	Yes	Patients Must First Consult With Their Primary Care Physician, Who Must Then Refer Them For Testing. Brown & Toland Physicians Is Doing Drive-Through Testing By Appointment At The Cpmc Pacific Heights Campus In San Francisco. Sutter Is Providing The Space And Brown & Toland Staff Are Collecting The Samples And Notifying Patients Of The Results. Testing Is For Brown & Toland And Sutter Health Care Workers And Patients Who Are Symptomatic. Patients Must First Consult With Their Primary Care Physician, Who Must Then Refer Them For Testing. Samples Are Sent To Labcorp And Results Can Take Three To Five Days.	-	-	Cpmc Pacific Heights Campus	(415) 600-6000	California	Https://Www.Sfchronicle.Com/Health/Article/Where-Can-I-Get-A-Coronavirus-Test-In-The-Bay-15136054.Php	No	94115	37.79	-122.44
377 32Nd Avenue San Francisco, Ca 94121	San Francisco	San Francisco	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	94121	37.8	-122.7
4131 Geary Blvd, San Francisco, Ca 94118	San Francisco	San Francisco	-	Hospital	Call For Hours	Yes	Pre-Screening Required For Appointment. Open To Kaiser Permanente Members Only,	-	-	Kaiser Permanente French Campus	(415) 833-2000	California	Https://Thrive.Kaiserpermanente.Org/Care-Near-You/Northern-California/Sanfrancisco/Locations/French-Campus-2/	No	94118	37.78	-122.46
211 Eastmoor Ave., Daly City, 94015	Daly City	San Francisco	-	Drive-Thru	Monday - Friday 3-4 Pm	Yes	Testing Is Limited To North East Medical Services Patients Who Are Symptomatic And By Appointment Only. Tests Are Processed By Quest, And Results Can Take Several Days.	-	-	North East Medical Services	(415) 391-9686, (650) 550-3923 Or (408) 573-9686	California	Https://Www.Sfchronicle.Com/Health/Article/Where-Can-I-Get-A-Coronavirus-Test-In-The-Bay-15136054.Php	No	94015	37.68	-122.48
1450 Noriega St., San Francisco, 94122	San Francisco	San Francisco	-	Drive-Thru	Monday - Friday 2 -3 Pm	Yes	Testing Is Limited To North East Medical Services Patients Who Are Symptomatic And By Appointment Only. Tests Are Processed By Quest, And Results Can Take Several Days.	-	-	North East Medical Services	(415) 391-9686, (650) 550-3923 Or (408) 573-9686	California	Https://Www.Sfchronicle.Com/Health/Article/Where-Can-I-Get-A-Coronavirus-Test-In-The-Bay-15136054.Php	No	94122	37.76	-122.48
735 Vallejo St., San Francisco, 94133	San Francisco	San Francisco	-	Drive-Thru	Monday - Friday 3-4 Pm	Yes	Testing Is Limited To North East Medical Services Patients Who Are Symptomatic And By Appointment Only. Tests Are Processed By Quest, And Results Can Take Several Days.	-	-	North East Medical Services	(415) 391-9686, (650) 550-3923 Or (408) 573-9686	California	Https://Www.Sfchronicle.Com/Health/Article/Where-Can-I-Get-A-Coronavirus-Test-In-The-Bay-15136054.Php	No	94133	37.8	-122.44
1600 Divisadero St, San Francisco, Ca 94115	San Francisco	San Francisco	-	Hospital	24 Hours	Yes	Ucsf Health Has Been Actively Working To Develop On-Site Testing Capacity For Patients Who Are Suspected Of Having The Novel Coronavirus Disease, Covid-19. We Do Not Have The Capacity To Test The General Community At This Time. However, We Expect To Continue To Expand Our Testing Capabilities In The Coming Days And Weeks To Include More Outpatients With Covid-19 Symptoms.	-	-	Uc San Francisco	(415) 567-6600	California	Https://Www.Ucsf.Edu/News/2020/03/416901/Ucsf-Health-Statement-Coronavirus-Test-Availability	No	94115	37.79	-122.44
505 Parnassus Ave, San Francisco, Ca 94143	San Francisco	San Francisco	-	Hospital	24 Hours	Yes	Ucsf Health Has Been Actively Working To Develop On-Site Testing Capacity For Patients Who Are Suspected Of Having The Novel Coronavirus Disease, Covid-19. We Do Not Have The Capacity To Test The General Community At This Time. However, We Expect To Continue To Expand Our Testing Capabilities In The Coming Days And Weeks To Include More Outpatients With Covid-19 Symptoms.	-	-	Uc San Francisco	(415) 476-1000	California	Https://Www.Ucsf.Edu/News/2020/03/416901/Ucsf-Health-Statement-Coronavirus-Test-Availability	No	94143		
1825 4Th St, San Francisco, Ca  94158	San Francisco	San Francisco	-	Hospital	24 Hours	Yes	Ucsf Health Has Been Actively Working To Develop On-Site Testing Capacity For Patients Who Are Suspected Of Having The Novel Coronavirus Disease, Covid-19. We Do Not Have The Capacity To Test The General Community At This Time. However, We Expect To Continue To Expand Our Testing Capabilities In The Coming Days And Weeks To Include More Outpatients With Covid-19 Symptoms.	-	-	Uc San Francisco	(415) 353-3000	California	Https://Www.Ucsf.Edu/News/2020/03/416901/Ucsf-Health-Statement-Coronavirus-Test-Availability	No	94158	37.77	-122.391
Stockton, Ca	Stockton	San Joaquin	-	Drive-Thru	-	Yes	Visit Https://Www.Projectbaseline.Com/Study/Covid-19/ To Get Started With A Screening. Once You'Ve Taken The Screening, You Will Be Told If You Meet The Requirements For Testing Eligibility. You Will Then Be Given An Appointment At A Testing Site And Told When And Where To Go.	-	-	Project Baseline By Verily	-	California	Https://Www.Projectbaseline.Com/Study/Covid-19/	No	-	-	-
500 W Hospital Rd, French Camp, Ca, 95231	French Camp	San Joaquin	-	Hospital	By Appointment Only	Yes	Visit Https://Www.Projectbaseline.Com/Study/Covid-19/ To Get Started With A Screening. Once You'Ve Taken The Screening, You Will Be Told If You Meet The Requirements For Testing Eligibility. You Will Then Be Given An Appointment At A Testing Site And Told When And Where To Go.	-	-	San Joaquin General Hospital	-	California	Https://Www.Projectbaseline.Com/Study/Covid-19/	No	95231	37.88	-121.29
124 De Anza Blvd Crystal Springs Village		San Mateo	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	94402	37.54	-122.33
San Mateo, Ca	San Mateo	San Mateo	-	Drive-Thru	-	Yes	Visit Https://Www.Projectbaseline.Com/Study/Covid-19/ To Get Started With A Screening. Once You'Ve Taken The Screening, You Will Be Told If You Meet The Requirements For Testing Eligibility. You Will Then Be Given An Appointment At A Testing Site And Told When And Where To Go.	-	-	Project Baseline By Verily	-	California	Https://Www.Projectbaseline.Com/Study/Covid-19/	No	-	-	-
1346 Saratoga Dr, San Mateo, Ca 94403	San Mateo	San Mateo	-	Drive-Thru	By Appointment Only	Yes	Patients Must Apply Online, Not Exhibit Symptoms Of The Disease, And Pass The Online Screening. Once Approved, Test Subjects Will Receive A Phone Call Or Email. Anyone Who Arrives At The Gates With No Appointment, Even If They Have Their Own Doctor’S Note, Will Be Turned Away By The Heavy Security.	-	-	San Mateo County Event Center	-	California	Https://Www.Projectbaseline.Com/	No	94403	37.54	-122.3
3250 Alpine Rd, Portola Valley, Ca 94028	Portola Valley	San Mateo	-	Clinic	8 Am - 5 Pm, Monday - Friday	Yes	Patients Must Be Referred By Their Primary Care Physician. You Will Receive The Results Within 24 Hours.	-	-	Stanford Primary Care In Portola Valley	(650) 736-1384	California	Http://Med.Stanford.Edu/News/All-News/2020/03/Stanford-Provides-Covid-19-Testing-To-Bay-Area-Hospitals.Html	No	94028	37.37	-122.21
821 The Alameda	San Jose	Santa Clara	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	95126	37.32	-121.91
16995 Walnut Grove Drive	Morgan Hill	Santa Clara	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	95037	37.1	-121.7
1800 Saratoga Avenue	San Jose	Santa Clara	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	95129	37.31	-122.0
1150 West El Camino Real, Mountain View, Ca 94040	Mountain View	Santa Clara	-	Urgent Care	9 Am - 7 Pm	Yes	If The Provider Believes The Covid-19 Test Is Appropriate For You After Your Free Virtual Screening Using The Coronavirus Assessment Tool, We Will Perform A Physical Evaluation, Conduct The Collection Onsite, And Send The Specimen To Either Quest Or Labcorp Depending On Your Insurance.	-	-	El Camino Health Urgent Care	(650) 695-5008	California	Https://Www.Businessinsider.Com/Carbon-Health-San-Francisco-Coronavirus-Testing-Bay-Area-2020-3	Yes	95688	38.4	-122.0
4150 N 1St St, San Jose, Ca 95134	San Jose	Santa Clara	-	Urgent Care	9 Am - 7 Pm	Yes	If The Provider Believes The Covid-19 Test Is Appropriate For You After Your Free Virtual Screening Using The Coronavirus Assessment Tool, We Will Perform A Physical Evaluation, Conduct The Collection Onsite, And Send The Specimen To Either Quest Or Labcorp Depending On Your Insurance.	-	-	El Camino Health Urgent Care	(669) 200-4558	California	Https://Www.Businessinsider.Com/Carbon-Health-San-Francisco-Coronavirus-Testing-Bay-Area-2020-3	Yes	95134	37.42	-121.97
19600 Vallco Pkwy Ste 170, Cupertino, Ca 95014	Cupertino	Santa Clara	-	Urgent Care	9 Am - 7 Pm	Yes	If The Provider Believes The Covid-19 Test Is Appropriate For You After Your Free Virtual Screening Using The Coronavirus Assessment Tool, We Will Perform A Physical Evaluation, Conduct The Collection Onsite, And Send The Specimen To Either Quest Or Labcorp Depending On Your Insurance.	-	-	El Camino Health Urgent Care	(650) 338-4776	California	Https://Www.Businessinsider.Com/Carbon-Health-San-Francisco-Coronavirus-Testing-Bay-Area-2020-3	Yes	95014	37.3	-122.07
1300 Crane Street, Menlo Park Ca 94025	Menlo Park	Santa Clara	-	Clinic	8:30 Am - 5:30 Pm Monday - Friday; 8:30 Am - 12:30 Pm Saturday	Yes	If The Provider Believes The Covid-19 Test Is Appropriate For You After Your Free Virtual Screening Using The Coronavirus Assessment Tool, We Will Perform A Physical Evaluation, Conduct The Collection Onsite, And Send The Specimen To Either Quest Or Labcorp Depending On Your Insurance.	-	-	Menlo Medical Clinic	(650) 498-6500	California	Http://Med.Stanford.Edu/News/All-News/2020/03/Stanford-Provides-Covid-19-Testing-To-Bay-Area-Hospitals.Html	Yes	94025	37.46	-122.18
321 Middlefield Rd., Menlo Park, Ca 94025	Menlo Park	Santa Clara	-	Clinic	8:30 Am - 5:30 Pm Monday - Friday; 8:30 Am - 12:30 Pm Saturday	Yes	If The Provider Believes The Covid-19 Test Is Appropriate For You After Your Free Virtual Screening Using The Coronavirus Assessment Tool, We Will Perform A Physical Evaluation, Conduct The Collection Onsite, And Send The Specimen To Either Quest Or Labcorp Depending On Your Insurance.	-	-	Menlo Medical Clinic	(650) 498-6500	California	Http://Med.Stanford.Edu/News/All-News/2020/03/Stanford-Provides-Covid-19-Testing-To-Bay-Area-Hospitals.Html	Yes	94025	37.46	-122.18
1870 Lundy Ave., San Jose, 95131	San Jose	Santa Clara	-	Drive-Thru	Monday - Friday 2 -3 Pm	Yes	Testing Is Limited To North East Medical Services Patients Who Are Symptomatic And By Appointment Only. Tests Are Processed By Quest, And Results Can Take Several Days.	-	-	North East Medical Services	(415) 391-9686, (650) 550-3923 Or (408) 573-9686	California	Https://Www.Sfchronicle.Com/Health/Article/Where-Can-I-Get-A-Coronavirus-Test-In-The-Bay-15136054.Php	No	95131	37.38	-121.89
San Jose, Ca	San Jose	Santa Clara	-	Drive-Thru	-	Yes	Visit Https://Www.Projectbaseline.Com/Study/Covid-19/ To Get Started With A Screening. Once You'Ve Taken The Screening, You Will Be Told If You Meet The Requirements For Testing Eligibility. You Will Then Be Given An Appointment At A Testing Site And Told When And Where To Go.	-	-	Project Baseline By Verily	-	California	Https://Www.Projectbaseline.Com/Study/Covid-19/	No	-	-	-
344 Tully Rd, San Jose, Ca 95111	San Jose	Santa Clara	-	Drive-Thru	By Appointment Only	Yes	Patients Must Apply Online, Not Exhibit Symptoms Of The Disease, And Pass The Online Screening. Once Approved, Test Subjects Will Receive A Phone Call Or Email. Anyone Who Arrives At The Gates With No Appointment, Even If They Have Their Own Doctor’S Note, Will Be Turned Away By The Heavy Security.	-	-	Santa Clara Fairgrounds	-	California	Https://Www.Projectbaseline.Com/	No	95111	37.28	-121.83
211 Quarry Road Suite 102 Palo Alto, Ca  94304	Palo Alto	Santa Clara	-	Drive-Thru	9 Am - 6 Pm, Every Day	Yes	Patients Must Be Referred By Their Primary Care Physician. You Will Receive The Results Within 24 Hours.	-	-	Stanford Express Care Palo Alto	(650) 736-5211	California	Http://Med.Stanford.Edu/News/All-News/2020/03/Stanford-Offers-Drive-Through-Coronavirus-Test.Html	Yes	94304	37.42	-122.16
300 Pasteur Dr, Stanford, Ca  94305	Stanford	Santa Clara	-	Hospital	24 Hours	Yes	Patients Must Be Referred By Their Primary Care Physician. You Will Receive The Results Within 24 Hours.	-	-	Stanford Medical Center	(650) 723-4000	California	Http://Med.Stanford.Edu/News/All-News/2020/03/Stanford-Provides-Covid-19-Testing-To-Bay-Area-Hospitals.Html	No	94305	37.42	-122.17
