address	city	county	facilityType	hours	inQZ	instructions	lat	lng	name	phone	state	url	zip	zipCodeLat	zipCodeLng
575 West Indiantown Road	Jupiter	Palm Beach	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	33458	26.94	-80.13
7030 Jog Road	Lake Worth	Palm Beach	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	33463	26.59	-80.13
101 North Dixie Highway	Lake Worth	Palm Beach	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	33460	26.61	-80.06
101 South Main Street	Belle Glade	Palm Beach	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	33430	26.6	-80.6
301 North Federal Highway	Boca Raton	Palm Beach	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	33435	26.52	-80.06
1127 Bruce B Downs Blvd, Wesley Chapel, Fl 33544	Wesley Chapel	Pasco	Drive-Thru	8Am-8Pm Monday - Friday; 8Am-5Pm, Saturday And Sunday	No	In Order To Be Tested At One Of The Sites, A Patient Must Be Screened By An Adventhealth Physician, Meet Cdc And Department Of Health Requirements For Testing And Have A Referral From Their Doctor. When A Patient Arrives At A Testing Site, A Trained Team Member In Protective Gear Will Meet The Patient At Their Car, They Will Be Swabbed For Covid-19 And The Sample Will Be Sent To A Commercial Lab For Testing.	-	-	Adventhealth-Centra Care Wesley Chapel	(877) 847-8747	Florida	Https://Www.Fox13News.Com/News/Adventhealth-Expands-Centralized-Covid-19-Testing-Sites-Into-Pinellas-And-Pasco-Counties	33544	28.25	-82.37
2322 Land O Lakes Boulevard, Lutz, Fl 33549	Lutz	Pasco	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Testing Site – By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	33549	28.14	-82.45
5355 School Rd. Port Richey, Fl 34652	Port Richey	Pasco	Drive-Thru	8Am-11Am, Monday-Friday	No	"Pre-Screening Is Necessary Before Accessing A Covid-19 Testing Site.For Patients Without Insurance, The Cost Of The Covid-19 Lab Test Is $85 At Any Baycare Facility. Payment Is Not Due At Testing. Baycare Is Working With Governmental Agencies To Secure Funding For Patients That Are Unable To Pay For Testing. For More Information About Financial Assistance, E-Mail Or Call (855) 233-1555. 

For Patients With Insurance, The Federal Government Has Noted That All Payors Should Ensure That These Tests Are Covered For All Insurance Plans. Please Contact Your Insurance Company For Additional Information."	-	-	Gulf High School	-	Florida	Https://Baycare.Org/Coronavirus/Covid-19-Testing-Centers#Testingcenters	34652	28.22	-82.78
1899 North Highland Avenue	Clearwater	Pinalles	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	33756	27.94	-82.79
900 Carillon Pkwy, St. Petersburg, Fl 33716	St. Petersburg	Pinellas	Drive-Thru	8Am-11Am, Monday-Friday	-	"For Patients Without Insurance, The Cost Of The Covid-19 Lab Test Is $85 At Any Baycare Facility. Payment Is Not Due At Testing. Baycare Is Working With Governmental Agencies To Secure Funding For Patients That Are Unable To Pay For Testing. For More Information About Financial Assistance, E-Mail Or Call (855) 233-1555.  

For Patients With Insurance, The Federal Government Has Noted That All Payors Should Ensure That These Tests Are Covered For All Insurance Plans. Please Contact Your Insurance Company For Additional Information."	-	-	Baycare Outpatient Center - Carillon	(727) 561-2300	Florida	Https://Baycare.Org/Coronavirus/Covid-19-Testing-Centers	33716	27.87	-82.64
900 Carillon Parkway, Suite. 106, St. Petersburg, Fl 33716	St. Petersburg	Pinellas	Urgent Care	8Am - 8Pm, Monday - Saturday	No	Those Who Wish To Be Tested Must First Be Pre-Screened By A Primary Care Physician Or The State Health Department. If A Patient Meets The Guidelines Provided By The Centers For Disease Control And Prevention, Then That Patient Will Be Tested.	-	-	Baycare Urgent Care (Carillon)	(813) 586-8686	Florida	Https://Baycare.Org/Coronavirus/Covid-19-Testing-Centers	33716	27.87	-82.64
3351 N. Mcmullen-Booth Road, Clearwater, Fl 33761	Clearwater	Pinellas	Urgent Care	7Am - 11Pm, Monday - Friday	No	Those Who Wish To Be Tested Must First Be Pre-Screened By A Primary Care Physician Or The State Health Department. If A Patient Meets The Guidelines Provided By The Centers For Disease Control And Prevention, Then That Patient Will Be Tested.	-	-	Baycare Urgent Care (Countryside)	(727) 314-4774	Florida	Https://Baycare.Org/Coronavirus/Covid-19-Testing-Centers	33761	28.03	-82.72
4821 U.S. Highway 19, New Port Richey, Fl 34652	New Port Richey	Pinellas	Urgent Care	8Am - 8Pm, Monday - Saturday	No	Those Who Wish To Be Tested Must First Be Pre-Screened By A Primary Care Physician Or The State Health Department. If A Patient Meets The Guidelines Provided By The Centers For Disease Control And Prevention, Then That Patient Will Be Tested.	-	-	Baycare Urgent Care (New Port Richey)	(813) 586-8686	Florida	Https://Baycare.Org/Coronavirus/Covid-19-Testing-Centers	34652	28.22	-82.78
1 South Missouri Avenue, Clearwater, Fl 33756	Clearwater	Pinellas	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	33756	27.94	-82.79
8001 9Th Street North, St. Petersburg, Fl 33702	St. Petersburg	Pinellas	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	33702	27.85	-82.63
4000 East Bay Drive, Clearwater, Fl 33764	Clearwater	Pinellas	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	33764	27.94	-82.73
3771 Tampa Road, Oldsmar, Fl 34677	Oldsmar	Pinellas	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	34677	28.04	-82.68
30387 Us Highway 19 North, Clearwater, Fl 33761	Clearwater	Pinellas	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	33761	28.03	-82.72
2175 Main Street Dunedin, Fl 34698	Dunedin	Pinellas	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	34698	28.01	-82.78
1000 East Tarpon Ave, Tarpon Springs, Fl 34689	Tarpon Springs	Pinellas	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Testing Site – By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	34689	28.15	-82.79
8905 Bryan Dairy Road, Largo, Seminole, Fl 33777	Seminole	Pinellas	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Testing Site – By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	33777	27.85	-82.76
15129 Madeira Way	Madeira Beach	Pinellas	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	33708	27.81	-82.8
2200 Osprey Blvd. Bartow, Fl 33830	Bartow	Polk	Drive-Thru	"8Am-11Am, April 29
8Am-11Am, May 1"	No	"Pre-Screening Is Necessary Before Accessing A Covid-19 Testing Site.For Patients Without Insurance, The Cost Of The Covid-19 Lab Test Is $85 At Any Baycare Facility. Payment Is Not Due At Testing. Baycare Is Working With Governmental Agencies To Secure Funding For Patients That Are Unable To Pay For Testing. For More Information About Financial Assistance, E-Mail Or Call (855) 233-1555. 

For Patients With Insurance, The Federal Government Has Noted That All Payors Should Ensure That These Tests Are Covered For All Insurance Plans. Please Contact Your Insurance Company For Additional Information."	-	-	Bartow Regional Medical Center	-	Florida	Https://Baycare.Org/Coronavirus/Covid-19-Testing-Centers#Testingcenters	33830	27.9	-81.8
36245 U.S. Highway 27, Haines City, Fl 33844	Haines City	Polk	Urgent Care	8Am - 8Pm, Monday - Saturday	No	Those Who Wish To Be Tested Must First Be Pre-Screened By A Primary Care Physician Or The State Health Department. If A Patient Meets The Guidelines Provided By The Centers For Disease Control And Prevention, Then That Patient Will Be Tested.	-	-	Baycare Urgent Care (Haines City)	(813) 586-8686	Florida	Https://Baycare.Org/Coronavirus/Covid-19-Testing-Centers	33844	28.1	-81.6
101 North Wabash Avenue Lakeland, Fl 33815	Lakeland	Polk	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	33815	28.04	-82.01
1600 Lakeland Hills Blvd, Lakeland, Fl 33805	Lakeland	Polk	Urgent Care	8Am-5Pm, Monday-Sunday	-	Please See Website For Details (Https://Www.Watsonclinic.Com/Services/Coronavirus-Update.Html)	-	-	"Watson Clinic - Urgent Care Main
"	(863) 680-7977	Florida	Https://Www.Watsonclinic.Com/Services/Coronavirus-Update.Html	33805	28.1	-81.92
1033 North Parkway Frontage Rd, Lakeland, Fl 33803	Lakeland	Polk	Urgent Care	8Am-5Pm, Monday-Sunday	-	Please See Website For Details (Https://Www.Watsonclinic.Com/Services/Coronavirus-Update.Html)	-	-	"Watson Clinic - Urgent Care South
"	(863) 680-7977	Florida	Https://Www.Watsonclinic.Com/Services/Coronavirus-Update.Html	33803	28.01	-81.93
5010 South Florida Avenue	Lakeland	Polk	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	33813	27.95	-81.92
70 Durbin Pavilion Drive, Suite 101, St. Johns, Fl 32259	St. Johns	Saint Johns	Urgent Care	8Am-8Pm, 7 Days A Week	-	"Visitor Guidelines And Risk Screening
Visitation Procedures Are Designed For The Protection Of Our Patients And Employees.

-For Your Safety And The Safety Of Our Caregivers, Masks Are Required For Everyone Entering The Building.
-Upon Entry To The Building, Everyone Will Be Screened.
-If Symptomatic You And Any Accompanying Individual Will Be Asked To Put On A Face Mask Before Approaching The Front Desk.
-Patients Over The Age Of 18 Who Do Not Require Assistance Of A Caregiver Are Asked To Enter The Practice Alone.
-For Patients Under The Age Of 18 We Ask That Only One Parent Or Guardian Accompany The Patient To Their Appointment."	-	-	Carespot Urgent Care - Durbin Park	(904) 372-1334	Florida	Https://Www.Carespot.Com/Carespot-Urgent-Care/Durbin-Park-St-Johns-Fl/	32259	30.1	-81.6
151 Pine Lake Drive, Suite B, Ponte Vedra, Fl 32081	Ponte Vedra	Saint Johns	Urgent Care	8Am-8Pm, 7 Days A Week	-	"Visitor Guidelines And Risk Screening
Visitation Procedures Are Designed For The Protection Of Our Patients And Employees.

-For Your Safety And The Safety Of Our Caregivers, Masks Are Required For Everyone Entering The Building.
-Upon Entry To The Building, Everyone Will Be Screened.
-If Symptomatic You And Any Accompanying Individual Will Be Asked To Put On A Face Mask Before Approaching The Front Desk.
-Patients Over The Age Of 18 Who Do Not Require Assistance Of A Caregiver Are Asked To Enter The Practice Alone.
-For Patients Under The Age Of 18 We Ask That Only One Parent Or Guardian Accompany The Patient To Their Appointment."	-	-	Carespot Urgent Care - Nocatee	(904) 204-1616	Florida	Https://Www.Carespot.Com/Carespot-Urgent-Care/Nocatee-Fl/	32081	30.2	-81.4
2095 Us Highway 1 S, St Augustine, Fl 32086	St. Augustine	Saint Johns	Urgent Care	8Am-8Pm, 7 Days A Week	-	"Visitor Guidelines And Risk Screening
Visitation Procedures Are Designed For The Protection Of Our Patients And Employees.

-For Your Safety And The Safety Of Our Caregivers, Masks Are Required For Everyone Entering The Building.
-Upon Entry To The Building, Everyone Will Be Screened.
-If Symptomatic You And Any Accompanying Individual Will Be Asked To Put On A Face Mask Before Approaching The Front Desk.
-Patients Over The Age Of 18 Who Do Not Require Assistance Of A Caregiver Are Asked To Enter The Practice Alone.
-For Patients Under The Age Of 18 We Ask That Only One Parent Or Guardian Accompany The Patient To Their Appointment."	-	-	Carespot Urgent Care - St. Augustine	(904) 679-6430	Florida	Https://Www.Carespot.Com/Carespot-Urgent-Care/St-Augustine-Fl/	32086	29.8	-81.3
2703 North Ponce De Leon Boulevard St. Augustine, Fl 32084	St. Augustine	Saint Johns	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	32084	29.9	-81.35
4301 Bee Ridge Road Sarasota, Fl 34233	Sarasota	Sarasota	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	34233	27.28	-82.47
